Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Fare_Per_KM
2024-07-23 05:18:00,05:18:00,CNR5140227085,Success,CID906564,Bike,Vijayanagar,Tumkur Road,56.0,75.0,,,No,,1389,UPI,2,"3,5","4,7",694.5
2024-07-02 23:18:00,23:18:00,CNR2942733666,Success,CID537771,Mini,HSR Layout,Marathahalli,42.0,135.0,,,No,,2163,UPI,3,"3,3","4,9",721.0
2024-07-24 08:54:00,08:54:00,CNR7433707804,Success,CID764717,eBike,Cox Town,Cox Town,238.0,60.0,,,No,,1551,UPI,1,"3,3","3,8",1551.0
2024-07-18 23:45:00,23:45:00,CNR6515906256,Success,CID318249,Prime Plus,Kadugodi,Hosur Road,77.0,110.0,,,No,,2606,UPI,2,"3,1","3,6",1303.0
2024-07-04 22:27:00,22:27:00,CNR5800500944,Success,CID642631,Prime Sedan,JP Nagar,KR Puram,133.0,35.0,,,No,,1708,Cash,2,"4,7","3,2",854.0
2024-07-17 10:51:00,10:51:00,CNR3017423976,Success,CID970182,Auto,Hosur Road,Indiranagar,168.0,25.0,,,No,,692,Cash,1,"3,7","4,8",692.0
2024-07-11 03:09:00,03:09:00,CNR9620930281,Success,CID731220,Auto,Hennur,KR Puram,154.0,140.0,,,No,,976,UPI,2,"4,5","3,6",488.0
2024-07-25 17:30:00,17:30:00,CNR6498310611,Success,CID540946,Auto,Electronic City,Kammanahalli,245.0,110.0,,,No,,1486,Cash,1,"4,6","4,6",1486.0
2024-07-24 22:31:00,22:31:00,CNR9321726478,Success,CID110541,Bike,JP Nagar,Jayanagar,42.0,65.0,,,No,,2347,Cash,2,"4,8","3,6",1173.5
2024-07-06 22:27:00,22:27:00,CNR7718366696,Success,CID379563,Prime Sedan,Rajajinagar,RT Nagar,35.0,35.0,,,No,,1210,Cash,1,"4,6","4,9",1210.0
2024-07-01 15:53:00,15:53:00,CNR8489915386,Success,CID451791,Mini,JP Nagar,Hosur Road,98.0,135.0,,,No,,634,Cash,1,"4,1","4,9",634.0
2024-07-16 08:38:00,08:38:00,CNR3793330080,Success,CID319854,Prime SUV,Devanahalli,Tumkur Road,280.0,95.0,,,No,,693,Cash,1,"4,2","4,9",693.0
2024-07-01 03:33:00,03:33:00,CNR4018498566,Success,CID192064,Auto,Rajajinagar,Rajarajeshwari Nagar,294.0,100.0,,,No,,2751,Cash,5,"4,2","4,7",550.2
2024-07-04 01:16:00,01:16:00,CNR5812110359,Success,CID631845,Mini,Yeshwanthpur,Richmond Town,252.0,85.0,,,No,,492,UPI,1,"3,8","3,1",492.0
2024-07-22 23:31:00,23:31:00,CNR6308950065,Success,CID991507,eBike,Tumkur Road,Kammanahalli,238.0,45.0,,,No,,2718,UPI,5,"4,2","4,5",543.6
2024-07-07 19:39:00,19:39:00,CNR1657162625,Success,CID685700,Auto,Rajarajeshwari Nagar,Langford Town,84.0,60.0,,,No,,733,Cash,1,"3,3","3,4",733.0
2024-07-18 17:12:00,17:12:00,CNR8734339020,Success,CID864188,Bike,Ramamurthy Nagar,Langford Town,56.0,40.0,,,No,,1950,UPI,1,4,"4,5",1950.0
2024-07-20 20:00:00,20:00:00,CNR2359485115,Success,CID794325,Prime Plus,BTM Layout,Hebbal,161.0,85.0,,,No,,2171,Cash,4,"3,6","3,8",542.75
2024-07-04 13:43:00,13:43:00,CNR3503910809,Success,CID309489,eBike,Sahakar Nagar,Ulsoor,301.0,75.0,,,No,,487,UPI,1,"3,1","4,8",487.0
2024-07-25 09:51:00,09:51:00,CNR3949921590,Success,CID997906,Auto,Frazer Town,Frazer Town,168.0,45.0,,,No,,1040,Cash,2,"4,1","4,9",520.0
2024-07-05 14:59:00,14:59:00,CNR8575802708,Success,CID865983,Prime SUV,Yeshwanthpur,Yelahanka,245.0,50.0,,,No,,1480,Cash,3,"4,8","3,9",493.3333333333333
2024-07-01 23:04:00,23:04:00,CNR6027442989,Success,CID330201,eBike,Cox Town,Devanahalli,238.0,85.0,,,No,,2127,UPI,4,"4,1",4,531.75
2024-07-28 12:20:00,12:20:00,CNR9202675135,Success,CID457476,Prime Plus,Hulimavu,Cox Town,105.0,90.0,,,No,,2909,Cash,5,"3,9",4,581.8
2024-07-15 21:57:00,21:57:00,CNR2180406434,Success,CID173522,Prime SUV,Banashankari,Koramangala,168.0,55.0,,,Yes,Vehicle Breakdown,1876,Cash,2,4,"3,5",938.0
2024-07-15 00:24:00,00:24:00,CNR3229876152,Success,CID628267,eBike,Magadi Road,KR Puram,280.0,80.0,,,No,,660,UPI,1,"4,2","4,2",660.0
2024-07-18 03:00:00,03:00:00,CNR6445747743,Success,CID332996,Mini,Frazer Town,Kengeri,35.0,100.0,,,No,,1132,Cash,2,"3,9","4,1",566.0
2024-07-18 02:05:00,02:05:00,CNR9483241945,Success,CID669152,Auto,Cox Town,Chickpet,112.0,105.0,,,No,,1154,Cash,2,"4,8","4,4",577.0
2024-07-03 15:45:00,15:45:00,CNR7985533624,Success,CID161219,Auto,Basavanagudi,Electronic City,98.0,85.0,,,Yes,Customer Demand,2936,UPI,5,"4,1","3,2",587.2
2024-07-24 23:16:00,23:16:00,CNR2960057707,Success,CID922709,Auto,Sahakar Nagar,Marathahalli,273.0,35.0,,,No,,2327,UPI,1,"4,6","3,6",2327.0
2024-07-14 21:16:00,21:16:00,CNR8089095978,Success,CID286486,Auto,Banashankari,BTM Layout,252.0,55.0,,,No,,505,Cash,1,"4,7","3,5",505.0
2024-07-11 07:53:00,07:53:00,CNR8364352707,Success,CID283337,Mini,Devanahalli,Kammanahalli,77.0,135.0,,,No,,570,Cash,1,3,"3,4",570.0
2024-07-17 11:08:00,11:08:00,CNR4539702550,Success,CID252345,Prime Sedan,Sahakar Nagar,Devanahalli,182.0,95.0,,,No,,1899,Credit Card,1,"3,3",3,1899.0
2024-07-15 05:41:00,05:41:00,CNR3940292287,Success,CID719756,Mini,Peenya,Banashankari,266.0,95.0,,,No,,2559,Credit Card,3,"3,7","4,2",853.0
2024-07-15 04:24:00,04:24:00,CNR7083804880,Success,CID212241,Bike,Ramamurthy Nagar,Magadi Road,112.0,95.0,,,No,,486,UPI,1,"3,4","4,4",486.0
2024-07-16 01:39:00,01:39:00,CNR3781960155,Success,CID486715,eBike,Devanahalli,Majestic,84.0,145.0,,,No,,2676,Cash,2,"3,6","3,9",1338.0
2024-07-02 09:18:00,09:18:00,CNR3347634912,Success,CID667813,Bike,Frazer Town,Electronic City,126.0,85.0,,,No,,979,UPI,2,4,"3,5",489.5
2024-07-12 07:39:00,07:39:00,CNR6516526965,Success,CID874496,Auto,Langford Town,Yeshwanthpur,238.0,60.0,,,No,,1567,UPI,3,"4,8","4,8",522.3333333333334
2024-07-23 23:55:00,23:55:00,CNR7342151624,Success,CID220162,Auto,Varthur,Hebbal,70.0,95.0,,,No,,998,Cash,1,"4,9","4,7",998.0
2024-07-30 15:15:00,15:15:00,CNR6810418320,Success,CID798645,Prime SUV,Koramangala,Devanahalli,189.0,35.0,,,No,,2005,Cash,2,"3,6","4,9",1002.5
2024-07-18 06:00:00,06:00:00,CNR9632138173,Success,CID322274,Prime Sedan,Varthur,Banashankari,189.0,80.0,,,No,,2519,UPI,5,"3,4","3,3",503.8
2024-07-15 04:27:00,04:27:00,CNR5319574087,Success,CID674378,eBike,Marathahalli,Chamarajpet,161.0,95.0,,,No,,2896,UPI,4,"3,9",4,724.0
2024-07-14 00:13:00,00:13:00,CNR1207882208,Success,CID888243,Bike,Mysore Road,HSR Layout,259.0,50.0,,,No,,924,UPI,1,"3,5","4,5",924.0
2024-07-09 05:05:00,05:05:00,CNR2946852732,Success,CID999981,Prime Sedan,Hosur Road,Richmond Town,182.0,90.0,,,No,,2435,UPI,3,"3,8","4,8",811.6666666666666
2024-07-10 20:48:00,20:48:00,CNR8580140429,Success,CID613284,Bike,Basavanagudi,Vijayanagar,49.0,145.0,,,No,,847,UPI,1,"4,5","3,4",847.0
2024-07-23 09:08:00,09:08:00,CNR7641331975,Success,CID201349,Prime Plus,RT Nagar,Kadugodi,224.0,110.0,,,No,,2037,Cash,4,3,"3,4",509.25
2024-07-16 01:01:00,01:01:00,CNR7434956175,Success,CID322371,Auto,Shantinagar,Nagarbhavi,105.0,100.0,,,No,,2292,Cash,3,"4,6","3,5",764.0
2024-07-17 09:24:00,09:24:00,CNR1064444256,Success,CID778646,Prime Plus,Marathahalli,Richmond Town,231.0,100.0,,,No,,646,UPI,1,"3,7","3,7",646.0
2024-07-15 17:45:00,17:45:00,CNR2032192641,Success,CID360112,Prime Plus,RT Nagar,Rajarajeshwari Nagar,182.0,35.0,,,No,,2483,UPI,3,"4,6",4,827.6666666666666
2024-07-08 19:55:00,19:55:00,CNR1483007458,Success,CID269930,Auto,Frazer Town,Sahakar Nagar,98.0,60.0,,,No,,1395,Cash,2,"4,8",4,697.5
2024-07-30 07:34:00,07:34:00,CNR9770925681,Success,CID275377,Prime Plus,Langford Town,Kadugodi,161.0,40.0,,,No,,1066,UPI,1,"3,1","4,5",1066.0
2024-07-20 02:55:00,02:55:00,CNR4835160151,Success,CID704218,Bike,Shantinagar,Bellandur,294.0,110.0,,,No,,2405,Cash,2,"3,8","3,6",1202.5
2024-07-26 04:45:00,04:45:00,CNR8804469441,Success,CID311532,Auto,HSR Layout,Varthur,56.0,95.0,,,No,,1693,UPI,1,"3,5","3,1",1693.0
2024-07-18 06:35:00,06:35:00,CNR1836304442,Success,CID308809,Prime Plus,Shivajinagar,Magadi Road,203.0,80.0,,,No,,2706,Cash,2,"4,8","3,3",1353.0
2024-07-21 02:04:00,02:04:00,CNR5943899813,Success,CID303357,Auto,Shivajinagar,Tumkur Road,147.0,30.0,,,No,,765,Cash,1,"3,4","4,5",765.0
2024-07-23 21:39:00,21:39:00,CNR9701414927,Success,CID421295,Prime Sedan,Rajarajeshwari Nagar,Shantinagar,245.0,130.0,,,No,,1952,Cash,4,"3,1","4,7",488.0
2024-07-14 03:06:00,03:06:00,CNR2150899464,Success,CID735213,Mini,Hennur,Varthur,168.0,120.0,,,No,,902,UPI,1,"4,1","3,1",902.0
2024-07-17 18:09:00,18:09:00,CNR1222190005,Success,CID881811,Auto,Cox Town,Peenya,42.0,115.0,,,No,,510,Cash,1,"4,7","4,4",510.0
2024-07-03 19:45:00,19:45:00,CNR4993338343,Success,CID270445,Prime Sedan,Chamarajpet,Bellandur,84.0,90.0,,,No,,2954,Cash,4,"3,8","3,4",738.5
2024-07-10 00:06:00,00:06:00,CNR4149780900,Success,CID546675,Auto,Devanahalli,Basavanagudi,266.0,85.0,,,No,,668,UPI,1,"4,4",4,668.0
2024-07-06 05:15:00,05:15:00,CNR7097760903,Success,CID944215,Mini,Peenya,JP Nagar,56.0,145.0,,,No,,864,Cash,1,"4,6","4,8",864.0
2024-07-22 17:44:00,17:44:00,CNR2949013001,Success,CID618278,eBike,HSR Layout,Hennur,126.0,100.0,,,No,,858,UPI,1,"3,5","3,9",858.0
2024-07-08 05:45:00,05:45:00,CNR4181403771,Success,CID804795,eBike,Shivajinagar,Koramangala,203.0,75.0,,,No,,722,UPI,1,"3,5","4,7",722.0
2024-07-12 14:50:00,14:50:00,CNR8383901482,Success,CID996468,Auto,Yeshwanthpur,Jayanagar,175.0,40.0,,,No,,961,UPI,1,"3,4","4,4",961.0
2024-07-29 19:16:00,19:16:00,CNR8875827192,Success,CID663650,Prime Sedan,Majestic,Hulimavu,266.0,45.0,,,Yes,Vehicle Breakdown,2948,Cash,5,"3,7","4,1",589.6
2024-07-13 15:54:00,15:54:00,CNR1047515550,Success,CID426092,Auto,Jayanagar,Electronic City,287.0,30.0,,,No,,493,Cash,1,"3,5",4,493.0
2024-07-16 00:49:00,00:49:00,CNR3288994650,Success,CID396210,Auto,Koramangala,Ulsoor,98.0,95.0,,,No,,2145,UPI,1,"4,4","4,3",2145.0
2024-07-23 12:37:00,12:37:00,CNR2781266916,Success,CID171325,Auto,Sarjapur Road,Cox Town,224.0,65.0,,,No,,518,UPI,1,"3,7","3,8",518.0
2024-07-22 07:10:00,07:10:00,CNR6696030093,Success,CID172576,Prime SUV,Frazer Town,Rajajinagar,224.0,75.0,,,No,,1785,UPI,2,"4,3","4,3",892.5
2024-07-17 07:06:00,07:06:00,CNR6555058689,Success,CID781441,Prime Plus,Chickpet,MG Road,266.0,65.0,,,No,,1414,Cash,1,"3,5","4,1",1414.0
2024-07-30 21:21:00,21:21:00,CNR6372751198,Success,CID441507,Mini,Kammanahalli,Cox Town,266.0,75.0,,,No,,1669,UPI,3,"4,5","3,1",556.3333333333334
2024-07-16 17:32:00,17:32:00,CNR2014005986,Success,CID722338,Prime SUV,Devanahalli,Cox Town,161.0,120.0,,,No,,1519,Cash,3,"3,3","4,3",506.3333333333333
2024-07-03 04:49:00,04:49:00,CNR5305614007,Success,CID827264,Prime Plus,Bannerghatta Road,Yeshwanthpur,266.0,130.0,,,No,,2922,UPI,2,"4,5","3,7",1461.0
2024-07-20 05:10:00,05:10:00,CNR7922941265,Success,CID174650,Prime SUV,Rajajinagar,Hebbal,196.0,85.0,,,No,,2629,UPI,4,4,"4,3",657.25
2024-07-09 01:37:00,01:37:00,CNR5215390630,Success,CID183051,eBike,Koramangala,Kammanahalli,231.0,60.0,,,No,,511,Cash,1,"4,7","4,2",511.0
2024-07-28 00:23:00,00:23:00,CNR9985107034,Success,CID982056,Prime SUV,Marathahalli,Kadugodi,280.0,140.0,,,No,,621,Cash,1,"4,9","4,3",621.0
2024-07-01 20:36:00,20:36:00,CNR3655457931,Success,CID648008,Auto,Rajajinagar,Ramamurthy Nagar,98.0,110.0,,,No,,804,Cash,1,"4,1","3,6",804.0
2024-07-27 10:52:00,10:52:00,CNR5909532380,Success,CID299027,Auto,Electronic City,RT Nagar,224.0,50.0,,,No,,558,Cash,1,"3,7","4,7",558.0
2024-07-22 14:13:00,14:13:00,CNR1810747839,Success,CID582560,Prime Plus,Devanahalli,Rajarajeshwari Nagar,182.0,100.0,,,No,,654,Cash,1,"3,8","4,9",654.0
2024-07-03 00:17:00,00:17:00,CNR3339709888,Success,CID432504,Prime Plus,Bannerghatta Road,Banashankari,182.0,120.0,,,No,,1753,Cash,2,"4,6","3,9",876.5
2024-07-02 21:19:00,21:19:00,CNR3456497107,Success,CID538441,Mini,Shivajinagar,Peenya,77.0,55.0,,,No,,1751,Cash,3,5,"3,7",583.6666666666666
2024-07-23 15:03:00,15:03:00,CNR9432050770,Success,CID682125,Prime Sedan,Padmanabhanagar,Ulsoor,140.0,105.0,,,No,,829,UPI,1,"4,8","4,6",829.0
2024-07-15 08:36:00,08:36:00,CNR8752150318,Success,CID682170,Auto,Electronic City,Peenya,35.0,25.0,,,No,,2665,UPI,3,3,"3,6",888.3333333333334
2024-07-13 04:56:00,04:56:00,CNR7276592171,Success,CID854441,Mini,BTM Layout,Magadi Road,189.0,90.0,,,No,,494,Cash,1,"4,2","4,7",494.0
2024-07-30 21:33:00,21:33:00,CNR3405982949,Success,CID808425,eBike,Varthur,Devanahalli,84.0,65.0,,,No,,2397,UPI,1,"3,6","4,9",2397.0
2024-07-12 17:40:00,17:40:00,CNR4324566429,Success,CID227581,eBike,Magadi Road,Malleshwaram,196.0,70.0,,,No,,2434,Cash,4,"3,6","4,5",608.5
2024-07-09 10:36:00,10:36:00,CNR7378042897,Success,CID140767,Prime Plus,Bannerghatta Road,Yeshwanthpur,301.0,95.0,,,No,,491,Cash,1,"3,7","4,1",491.0
2024-07-02 16:54:00,16:54:00,CNR2302987538,Success,CID577154,Auto,Devanahalli,BTM Layout,224.0,65.0,,,Yes,Customer Demand,2964,Credit Card,4,"4,1","3,9",741.0
2024-07-02 13:30:00,13:30:00,CNR5651465460,Success,CID542212,eBike,Cox Town,Whitefield,224.0,35.0,,,No,,604,Cash,1,"3,9",4,604.0
2024-07-15 04:29:00,04:29:00,CNR1844639473,Success,CID775629,eBike,Shivajinagar,Ulsoor,273.0,95.0,,,Yes,Vehicle Breakdown,1342,Cash,2,"4,4","3,2",671.0
2024-07-27 18:49:00,18:49:00,CNR5500525017,Success,CID889372,Prime SUV,Shantinagar,BTM Layout,126.0,135.0,,,No,,1053,UPI,2,4,"3,7",526.5
2024-07-25 09:45:00,09:45:00,CNR6023123282,Success,CID480071,Prime Plus,Devanahalli,Hulimavu,266.0,70.0,,,No,,837,Cash,1,"3,1","3,6",837.0
2024-07-24 05:19:00,05:19:00,CNR1597382977,Success,CID791947,eBike,Banashankari,Bannerghatta Road,287.0,105.0,,,No,,2835,Cash,5,4,3,567.0
2024-07-21 20:05:00,20:05:00,CNR8722174916,Success,CID500690,Prime Sedan,KR Puram,Mysore Road,245.0,55.0,,,No,,2812,UPI,5,"3,7","4,7",562.4
2024-07-21 09:12:00,09:12:00,CNR3638193663,Success,CID325393,Prime SUV,Majestic,Jayanagar,308.0,115.0,,,No,,2186,Cash,2,"4,8","3,5",1093.0
2024-07-03 09:00:00,09:00:00,CNR1742751995,Success,CID688562,Prime SUV,Richmond Town,Majestic,189.0,75.0,,,No,,2546,Cash,5,3,4,509.2
2024-07-22 00:20:00,00:20:00,CNR8176492510,Success,CID956489,eBike,Langford Town,Peenya,203.0,40.0,,,No,,764,Cash,1,"3,5","4,2",764.0
2024-07-08 22:13:00,22:13:00,CNR3824258458,Success,CID699544,eBike,Richmond Town,Majestic,147.0,140.0,,,No,,622,Cash,1,4,"4,5",622.0
2024-07-02 19:36:00,19:36:00,CNR3008989586,Success,CID163375,Mini,Cox Town,Yelahanka,301.0,50.0,,,No,,675,UPI,1,"3,1","3,5",675.0
2024-07-01 19:18:00,19:18:00,CNR6562461883,Success,CID700538,eBike,Cox Town,Mysore Road,224.0,70.0,,,No,,768,Cash,1,"3,8","3,4",768.0
2024-07-23 08:40:00,08:40:00,CNR8742633506,Success,CID901627,Auto,HSR Layout,Ulsoor,98.0,85.0,,,No,,2597,UPI,1,"4,5","3,8",2597.0
2024-07-16 08:28:00,08:28:00,CNR4245808631,Success,CID722695,Auto,Rajajinagar,Nagarbhavi,154.0,90.0,,,No,,767,UPI,1,"4,1","4,2",767.0
2024-07-23 22:08:00,22:08:00,CNR1177395416,Success,CID429667,Mini,Banashankari,RT Nagar,280.0,70.0,,,No,,692,UPI,1,"4,4","3,2",692.0
2024-07-14 11:51:00,11:51:00,CNR2284331675,Success,CID701779,Prime Plus,Hebbal,Langford Town,259.0,95.0,,,No,,2339,UPI,3,"4,8","3,1",779.6666666666666
2024-07-28 19:59:00,19:59:00,CNR9360526727,Success,CID919989,eBike,Cox Town,Rajajinagar,42.0,25.0,,,No,,2981,UPI,1,"3,2",4,2981.0
2024-07-29 10:32:00,10:32:00,CNR3322131240,Success,CID240732,Auto,Electronic City,Whitefield,175.0,70.0,,,No,,971,Cash,1,"4,2","3,2",971.0
2024-07-24 08:19:00,08:19:00,CNR5394799672,Success,CID398769,Auto,Sarjapur Road,Kengeri,112.0,75.0,,,No,,2060,Cash,2,4,4,1030.0
2024-07-06 15:58:00,15:58:00,CNR7228010036,Success,CID326964,Prime Sedan,Jayanagar,Frazer Town,301.0,40.0,,,No,,963,Cash,1,"3,7","4,7",963.0
2024-07-01 19:05:00,19:05:00,CNR9154951724,Success,CID336330,Prime SUV,RT Nagar,Magadi Road,196.0,45.0,,,No,,1201,UPI,1,"3,7","4,7",1201.0
2024-07-27 03:21:00,03:21:00,CNR7432087549,Success,CID647245,eBike,Marathahalli,Hebbal,105.0,115.0,,,No,,2936,UPI,4,"3,5","3,9",734.0
2024-07-30 01:22:00,01:22:00,CNR2751992923,Success,CID114819,Mini,BTM Layout,Yelahanka,273.0,80.0,,,No,,990,UPI,1,"3,6","3,5",990.0
2024-07-20 13:12:00,13:12:00,CNR2903922533,Success,CID463023,Auto,Hebbal,Malleshwaram,175.0,90.0,,,No,,2405,Cash,2,"4,1","3,3",1202.5
2024-07-22 02:16:00,02:16:00,CNR5785402731,Success,CID896100,Auto,Frazer Town,Hulimavu,63.0,55.0,,,No,,839,UPI,1,"4,8","4,6",839.0
2024-07-15 03:22:00,03:22:00,CNR1707975412,Success,CID337789,Auto,Shivajinagar,MG Road,189.0,35.0,,,No,,2109,Cash,4,"3,9","4,6",527.25
2024-07-27 01:51:00,01:51:00,CNR3605785653,Success,CID888536,Prime SUV,Koramangala,Ulsoor,175.0,100.0,,,Yes,Vehicle Breakdown,2589,UPI,3,"4,3",4,863.0
2024-07-08 02:46:00,02:46:00,CNR1298619964,Success,CID609286,Auto,Frazer Town,Chamarajpet,119.0,35.0,,,No,,492,UPI,1,"3,5","3,4",492.0
2024-07-14 19:43:00,19:43:00,CNR9654720194,Success,CID688270,Prime Sedan,Vijayanagar,Richmond Town,224.0,105.0,,,No,,494,Cash,1,"4,3","4,6",494.0
2024-07-18 16:47:00,16:47:00,CNR6479130330,Success,CID231906,Mini,Varthur,Yelahanka,224.0,35.0,,,No,,2742,Cash,3,"4,7","4,7",914.0
2024-07-25 17:53:00,17:53:00,CNR6672164568,Success,CID444535,Bike,Peenya,Yeshwanthpur,287.0,80.0,,,No,,518,UPI,1,"4,9","4,7",518.0
2024-07-22 12:26:00,12:26:00,CNR1722103145,Success,CID250640,Prime Sedan,Jayanagar,Ramamurthy Nagar,266.0,50.0,,,No,,1125,Cash,2,"3,1","4,3",562.5
2024-07-03 08:56:00,08:56:00,CNR8768763805,Success,CID437424,Auto,Nagarbhavi,Basavanagudi,119.0,45.0,,,No,,811,Cash,1,"3,6","4,4",811.0
2024-07-30 13:52:00,13:52:00,CNR6463996190,Success,CID226969,Auto,Hennur,Tumkur Road,245.0,100.0,,,No,,1739,UPI,1,"3,8",5,1739.0
2024-07-24 05:40:00,05:40:00,CNR2794653330,Success,CID396267,Prime Sedan,Hennur,Kadugodi,189.0,30.0,,,Yes,Customer Demand,2833,UPI,3,"4,9","3,9",944.3333333333334
2024-07-02 13:45:00,13:45:00,CNR9428130175,Success,CID127554,Bike,Chamarajpet,Mysore Road,308.0,130.0,,,No,,2127,Cash,4,"4,3","4,3",531.75
2024-07-24 01:24:00,01:24:00,CNR6192782778,Success,CID368628,Bike,Tumkur Road,JP Nagar,287.0,75.0,,,No,,2122,Cash,2,"3,9","4,7",1061.0
2024-07-22 17:47:00,17:47:00,CNR2337553957,Success,CID415582,Auto,Whitefield,HSR Layout,182.0,85.0,,,No,,491,UPI,1,"3,5","4,3",491.0
2024-07-09 00:43:00,00:43:00,CNR8437686908,Success,CID567252,Mini,BTM Layout,Langford Town,189.0,50.0,,,No,,1632,Cash,1,"4,8","3,4",1632.0
2024-07-20 15:31:00,15:31:00,CNR4597198595,Success,CID575247,Auto,Tumkur Road,Sahakar Nagar,287.0,55.0,,,No,,664,UPI,1,"4,3","4,6",664.0
2024-07-07 12:20:00,12:20:00,CNR9706157721,Success,CID731154,Mini,Frazer Town,Basavanagudi,133.0,130.0,,,No,,2726,Cash,2,"3,3","3,9",1363.0
2024-07-02 23:04:00,23:04:00,CNR9336873759,Success,CID958739,Prime Sedan,Whitefield,Tumkur Road,294.0,80.0,,,No,,884,Cash,1,"4,8","4,8",884.0
2024-07-21 05:31:00,05:31:00,CNR3455090935,Success,CID207299,eBike,Jayanagar,Kengeri,147.0,110.0,,,No,,2312,UPI,4,"4,4","4,7",578.0
2024-07-15 03:10:00,03:10:00,CNR2934187163,Success,CID240331,Auto,Mysore Road,Ulsoor,252.0,35.0,,,No,,1117,UPI,2,"4,9","3,2",558.5
2024-07-21 07:49:00,07:49:00,CNR4638671432,Success,CID342302,Auto,Malleshwaram,Basavanagudi,63.0,85.0,,,Yes,Vehicle Breakdown,877,UPI,1,"3,4","3,3",877.0
2024-07-17 04:59:00,04:59:00,CNR6011778234,Success,CID165019,Mini,Kammanahalli,Whitefield,140.0,135.0,,,No,,601,UPI,1,"3,8","4,2",601.0
2024-07-10 02:56:00,02:56:00,CNR4958882741,Success,CID503276,eBike,Shivajinagar,Devanahalli,56.0,140.0,,,No,,498,Cash,1,"4,6",3,498.0
2024-07-27 02:31:00,02:31:00,CNR1832371459,Success,CID192294,Bike,Jayanagar,Tumkur Road,238.0,100.0,,,No,,782,UPI,1,"4,5","4,9",782.0
2024-07-29 10:22:00,10:22:00,CNR9720960688,Success,CID290569,Bike,Padmanabhanagar,Yeshwanthpur,161.0,40.0,,,No,,1627,UPI,2,"3,4","4,4",813.5
2024-07-13 05:17:00,05:17:00,CNR4353412286,Success,CID762274,Prime Sedan,Nagarbhavi,Whitefield,77.0,145.0,,,No,,741,UPI,1,"4,3","4,9",741.0
2024-07-27 10:27:00,10:27:00,CNR6401776477,Success,CID256248,Auto,Tumkur Road,Vijayanagar,98.0,110.0,,,No,,2465,Cash,1,"3,1","4,5",2465.0
2024-07-05 07:47:00,07:47:00,CNR8224709500,Success,CID455002,Prime SUV,Richmond Town,Shantinagar,147.0,135.0,,,Yes,Other Issue,1907,UPI,3,"4,7","4,3",635.6666666666666
2024-07-04 16:38:00,16:38:00,CNR2580037142,Success,CID464876,Auto,Yeshwanthpur,Bannerghatta Road,294.0,130.0,,,No,,689,Cash,1,"3,2","3,1",689.0
2024-07-07 04:54:00,04:54:00,CNR2124285525,Success,CID357266,Prime Sedan,Majestic,JP Nagar,203.0,40.0,,,No,,495,UPI,1,"3,6","4,8",495.0
2024-07-07 08:36:00,08:36:00,CNR3582519274,Success,CID395871,Auto,Shantinagar,Tumkur Road,224.0,40.0,,,No,,2308,UPI,2,"3,8","3,8",1154.0
2024-07-27 21:20:00,21:20:00,CNR1998722889,Success,CID651636,Bike,Devanahalli,Marathahalli,210.0,95.0,,,No,,2729,UPI,5,"4,3","3,3",545.8
2024-07-06 14:02:00,14:02:00,CNR3788646754,Success,CID912294,Bike,Electronic City,Nagarbhavi,245.0,135.0,,,No,,2211,Cash,1,"4,9","3,1",2211.0
2024-07-17 03:07:00,03:07:00,CNR1146524660,Success,CID200115,Bike,JP Nagar,Varthur,238.0,40.0,,,No,,1718,UPI,1,"4,9",3,1718.0
2024-07-25 06:08:00,06:08:00,CNR3227208271,Success,CID487777,Mini,Peenya,Kammanahalli,210.0,130.0,,,No,,2644,Cash,1,"3,8","3,3",2644.0
2024-07-26 00:32:00,00:32:00,CNR2395845519,Success,CID807792,Bike,Jayanagar,Bannerghatta Road,133.0,65.0,,,No,,2294,UPI,2,4,"4,1",1147.0
2024-07-25 22:31:00,22:31:00,CNR2406284490,Success,CID938820,Bike,Vijayanagar,Shantinagar,280.0,85.0,,,No,,996,UPI,2,"4,9","3,6",498.0
2024-07-22 23:59:00,23:59:00,CNR8438718351,Success,CID617259,Auto,Koramangala,Kammanahalli,189.0,95.0,,,No,,2213,UPI,1,"4,7","4,9",2213.0
2024-07-19 11:42:00,11:42:00,CNR9891777654,Success,CID642806,Auto,Mysore Road,Yelahanka,301.0,100.0,,,No,,516,UPI,1,"4,7","4,7",516.0
2024-07-09 19:58:00,19:58:00,CNR9424412284,Success,CID616361,Prime SUV,Richmond Town,Jayanagar,126.0,35.0,,,No,,2426,UPI,3,"3,8","3,1",808.6666666666666
2024-07-27 02:42:00,02:42:00,CNR2336186094,Success,CID854711,Auto,Devanahalli,Frazer Town,168.0,55.0,,,No,,1852,Cash,1,"3,1","4,9",1852.0
2024-07-15 10:13:00,10:13:00,CNR9279837152,Success,CID886729,Prime Plus,HSR Layout,RT Nagar,238.0,30.0,,,No,,970,UPI,2,"4,6","4,3",485.0
